state,district,pincode_x,age_0_5,age_5_17,age_18_greater,pincode_y,bio_age_5_17,bio_age_17_,pincode,demo_age_5_17,demo_age_17_,child_to_bio_gap,demo_without_bio_gap,child_to_adult_gap,q1_insight,migration_pressure_index,migration_signal
nagaland,zunheboto,118945744,131,581,47,223481354,1318,4978,215530156,168,1720,-737,-3258,534,Backlog clearing / catch-up activity,139.5416667,Severe urban pressure (migration hub)
odisha,angul,940548966,2706,418,13,2184738456,30020,28331,2373003356,2997,19152,-29602,-9179,405,Backlog clearing / catch-up activity,3391.642857,Severe urban pressure (migration hub)
odisha,balangir,1364553416,4503,962,56,2697662102,44447,41994,2933141590,4143,26279,-43485,-15715,906,Backlog clearing / catch-up activity,1197.77193,Severe urban pressure (migration hub)
odisha,balasore,2391373486,5736,1348,4,6130866392,60977,52952,6742536006,6440,31176,-59629,-21776,1344,Backlog clearing / catch-up activity,16825.6,Severe urban pressure (migration hub)
odisha,bargarh,1054531690,4347,784,2,1741176731,38467,31929,1889411654,3770,23073,-37683,-8856,782,Backlog clearing / catch-up activity,18334,Severe urban pressure (migration hub)
odisha,bhadrak,1466886565,3668,1137,14,3081895345,48993,37286,3309463699,5089,23139,-47856,-14147,1123,Backlog clearing / catch-up activity,4028.333333,Severe urban pressure (migration hub)
odisha,boudh,508260284,1305,267,2,941016927,12240,12596,1017230775,1239,7086,-11973,-5510,265,Backlog clearing / catch-up activity,6560.666667,Severe urban pressure (migration hub)
odisha,cuttack,1880042559,4227,1027,15,4445765628,61404,62550,4408901219,4098,27037,-60377,-35513,1012,Backlog clearing / catch-up activity,5599.1875,Severe urban pressure (migration hub)
odisha,deogarh,215839549,774,93,5,344114507,7724,6533,384056171,773,4956,-7631,-1577,88,Backlog clearing / catch-up activity,1914.833333,Severe urban pressure (migration hub)
odisha,dhenkanal,868337699,2436,519,8,1594719912,33615,32224,1710076980,3250,17792,-33096,-14432,511,Backlog clearing / catch-up activity,5557.333333,Severe urban pressure (migration hub)
odisha,gajapati,526718659,1652,300,18,1023001498,27310,22059,1066388674,2295,10717,-27010,-11342,282,Backlog clearing / catch-up activity,1725.052632,Severe urban pressure (migration hub)
odisha,ganjam,2785797067,6920,983,9,5616192159,87510,77270,6265932809,9251,54226,-86527,-23044,974,Backlog clearing / catch-up activity,13149.6,Severe urban pressure (migration hub)
odisha,jagatsinghapur,1188503281,3427,356,24,3051951115,27273,26276,2930537200,2027,12218,-26917,-14058,332,Backlog clearing / catch-up activity,1539.76,Severe urban pressure (migration hub)
odisha,jajpur,2024698095,4024,917,51,4695606627,44827,39483,4971875644,4527,25814,-43910,-13669,866,Backlog clearing / catch-up activity,1255.711538,Severe urban pressure (migration hub)
odisha,jharsuguda,458623801,1076,83,0,1123130830,12159,10424,1204561133,1293,9024,-12076,-1400,83,Backlog clearing / catch-up activity,19448,Severe urban pressure (migration hub)
odisha,kalahandi,998910898,3313,1023,56,1558884357,37311,40832,1707496451,4274,28360,-36288,-12472,967,Backlog clearing / catch-up activity,1213.894737,Severe urban pressure (migration hub)
odisha,kandhamal,802436753,2608,421,8,1494353287,25107,24349,1673404917,3700,18767,-24686,-5582,413,Backlog clearing / catch-up activity,4790.666667,Severe urban pressure (migration hub)
odisha,kendrapara,1206832924,3145,724,48,2435548919,35536,31567,2533589555,3711,21269,-34812,-10298,676,Backlog clearing / catch-up activity,1078.285714,Severe urban pressure (migration hub)
odisha,keonjhar,1422715745,4265,960,15,2570119911,41299,43199,2831619170,4727,29090,-40339,-14109,945,Backlog clearing / catch-up activity,4518.0625,Severe urban pressure (migration hub)
odisha,khordha,2121441584,4438,803,176,6644394908,47022,55258,6521875379,4290,27783,-46219,-27475,627,Backlog clearing / catch-up activity,469.1581921,Severe urban pressure (migration hub)
odisha,koraput,1029140578,3233,1133,45,2038999869,39430,45394,2300286748,3986,25762,-38297,-19632,1088,Backlog clearing / catch-up activity,1546.869565,Severe urban pressure (migration hub)
odisha,malkangiri,408004978,2353,468,2,683827492,21300,16987,730435312,2661,12394,-20832,-4593,466,Backlog clearing / catch-up activity,9793.666667,Severe urban pressure (migration hub)
odisha,mayurbhanj,2298382523,6209,1780,35,3895703585,68887,65441,4314350030,7201,41025,-67107,-24416,1745,Backlog clearing / catch-up activity,2957.388889,Severe urban pressure (migration hub)
odisha,nabarangpur,695302911,4466,2045,77,895492906,39201,36792,978012777,3353,23127,-37156,-13665,1968,Backlog clearing / catch-up activity,768.1923077,Severe urban pressure (migration hub)
odisha,nayagarh,844578027,2143,275,11,1783161928,27785,26124,1816253748,2340,12083,-27510,-14041,264,Backlog clearing / catch-up activity,3183.916667,Severe urban pressure (migration hub)
odisha,nuapada,352409821,1677,391,2,532445728,21773,19362,585307113,2040,11065,-21382,-8297,389,Backlog clearing / catch-up activity,10142.33333,Severe urban pressure (migration hub)
odisha,puri,1164221326,3104,542,4,2524025639,33639,31063,2708260589,3189,21212,-33097,-9851,538,Backlog clearing / catch-up activity,10455,Severe urban pressure (migration hub)
odisha,rayagada,680091518,2506,665,3,1199500544,26771,24580,1362439740,3137,19011,-26106,-5569,662,Backlog clearing / catch-up activity,10897.75,Severe urban pressure (migration hub)
odisha,sambalpur,817267094,2215,292,1,1563080548,23488,21523,1764314047,2597,18412,-23196,-3111,291,Backlog clearing / catch-up activity,19967.5,Severe urban pressure (migration hub)
odisha,sonepur,550725988,1617,272,1,977961976,15699,12530,1078441687,1894,9347,-15427,-3183,271,Backlog clearing / catch-up activity,10938.5,Severe urban pressure (migration hub)
odisha,sundargarh,1875095922,3890,725,16,5346269797,45402,49399,5562776383,3731,27390,-44677,-22009,709,Backlog clearing / catch-up activity,4517,Severe urban pressure (migration hub)
puducherry,karaikal,233478623,509,38,12,690682050,5433,9480,656544140,1224,3842,-5395,-5638,26,Backlog clearing / catch-up activity,1024.769231,Severe urban pressure (migration hub)
puducherry,puducherry,870839429,2218,150,32,2264513952,20099,28954,2231699881,2982,20046,-19949,-8908,118,Backlog clearing / catch-up activity,1484.848485,Severe urban pressure (migration hub)
punjab,amritsar,221509150,7615,1752,234,411232217,49242,81693,456338947,5531,78749,-47490,-2944,1518,Backlog clearing / catch-up activity,682.7319149,Severe urban pressure (migration hub)
punjab,barnala,61460457,925,75,8,126763594,14804,16023,133133113,471,8736,-14729,-7287,67,Backlog clearing / catch-up activity,2751,Severe urban pressure (migration hub)
punjab,bathinda,118321308,2369,280,18,232435702,37763,44591,248178354,1825,29631,-37483,-14960,262,Backlog clearing / catch-up activity,3906.421053,Severe urban pressure (migration hub)
punjab,faridkot,51112404,790,96,10,105737336,13503,19554,107687453,694,11143,-13407,-8411,86,Backlog clearing / catch-up activity,2790.636364,Severe urban pressure (migration hub)
punjab,fatehgarh sahib,63792621,888,134,13,173709528,15780,16852,0,0,0,-15646,-16852,121,Backlog clearing / catch-up activity,1203.714286,Severe urban pressure (migration hub)
punjab,fazilka,73465301,1624,245,10,129132535,26444,26170,136583856,1670,23082,-26199,-3088,235,Backlog clearing / catch-up activity,4477.454545,Severe urban pressure (migration hub)
punjab,ferozepur,131921983,1606,151,5,373244443,22957,31847,410529448,1531,24514,-22806,-7333,146,Backlog clearing / catch-up activity,9393.5,Severe urban pressure (migration hub)
punjab,gurdaspur,193243379,4425,544,126,375383737,35244,66521,413097316,4169,53576,-34700,-12945,418,Backlog clearing / catch-up activity,945.6456693,Severe urban pressure (migration hub)
punjab,hoshiarpur,196955243,3500,384,217,554038344,30355,49060,556123287,2504,35031,-29971,-14029,167,Backlog clearing / catch-up activity,385.7385321,Severe urban pressure (migration hub)
punjab,jalandhar,265599728,3287,694,71,707883789,42528,74847,701518740,2180,35975,-41834,-38872,623,Backlog clearing / catch-up activity,1539.194444,Severe urban pressure (migration hub)
punjab,kapurthala,90666387,2061,438,1208,245522927,16071,29385,250873830,709,12063,-15633,-17322,-770,Backlog clearing / catch-up activity,34.28287841,Severe urban pressure (migration hub)
punjab,ludhiana,326059569,12135,4492,824,730736096,70449,91292,787838531,5826,90589,-65957,-703,3668,Backlog clearing / catch-up activity,220.4618182,Severe urban pressure (migration hub)
punjab,malerkotla,34340911,708,145,8,65869207,5251,7066,70605854,778,10102,-5106,3036,137,Backlog clearing / catch-up activity,1907.555556,Severe urban pressure (migration hub)
punjab,mansa,66884928,996,103,11,131521121,19929,28889,132908753,1077,15871,-19826,-13018,92,Backlog clearing / catch-up activity,3730,Severe urban pressure (migration hub)
punjab,moga,99055273,1327,155,41,247369941,20190,32395,253639600,1108,18838,-20035,-13557,114,Backlog clearing / catch-up activity,1219.833333,Severe urban pressure (migration hub)
punjab,pathankot,60794720,1029,66,15,137378884,11796,11659,137125877,1107,11389,-11730,-270,51,Backlog clearing / catch-up activity,1440.5,Severe urban pressure (migration hub)
punjab,patiala,130024632,4254,746,83,231223367,50446,52806,251999399,6552,67219,-49700,14413,663,Backlog clearing / catch-up activity,1428.869048,Severe urban pressure (migration hub)
punjab,rupnagar,93795945,1138,87,13,228634434,15681,24039,235110667,764,10127,-15594,-13912,74,Backlog clearing / catch-up activity,2440.428571,Severe urban pressure (migration hub)
punjab,s.a.s nagar,175515988,3109,672,108,400628388,27663,25371,0,0,0,-26991,-25371,564,Backlog clearing / catch-up activity,232.7614679,Severe urban pressure (migration hub)
punjab,sangrur,105989950,2079,187,39,215827531,33585,38011,217454980,1021,20593,-33398,-17418,148,Backlog clearing / catch-up activity,1465.1,Severe urban pressure (migration hub)
punjab,shaheed bhagat singh nagar,106643056,969,120,44,502711649,12613,18441,0,0,0,-12493,-18441,76,Backlog clearing / catch-up activity,409.8,Severe urban pressure (migration hub)
punjab,sri muktsar sahib,111537282,1456,167,8,276172437,23037,31084,0,0,0,-22870,-31084,159,Backlog clearing / catch-up activity,3453.777778,Severe urban pressure (migration hub)
punjab,tarn taran,146763400,2636,267,20,300204313,22816,43378,0,0,0,-22549,-43378,247,Backlog clearing / catch-up activity,2065.619048,Severe urban pressure (migration hub)
rajasthan,ajmer,754856679,8939,2606,146,1237757762,72166,56122,1346486136,9359,71519,-69560,15397,2460,Backlog clearing / catch-up activity,868.3061224,Severe urban pressure (migration hub)
rajasthan,alwar,809147760,15493,6935,288,1104121269,114428,85262,1247718495,11112,73435,-107493,-11827,6647,Backlog clearing / catch-up activity,549.1245675,Severe urban pressure (migration hub)
rajasthan,balotra,344022,1,0,0,2064187,0,6,87738862,26,477,0,471,0,Healthy lifecycle,483,Severe urban pressure (migration hub)
rajasthan,banswara,336738321,4108,2780,27,468256560,49426,34976,514381809,3998,43338,-46646,8362,2753,Backlog clearing / catch-up activity,2796.928571,Severe urban pressure (migration hub)
rajasthan,baran,263425387,4409,1524,76,361964323,37541,34363,385055876,4140,32950,-36017,-1413,1448,Backlog clearing / catch-up activity,874.1948052,Severe urban pressure (migration hub)
rajasthan,barmer,588719956,10197,4832,82,739828854,106820,72225,807300327,6906,44959,-101988,-27266,4750,Backlog clearing / catch-up activity,1411.855422,Severe urban pressure (migration hub)
rajasthan,bharatpur,657042068,10063,6289,170,800356418,72375,55193,878768690,7851,54075,-66086,-1118,6119,Backlog clearing / catch-up activity,638.994152,Severe urban pressure (migration hub)
rajasthan,bhilwara,587553792,7600,2792,178,791806252,59034,50328,856263876,5497,47110,-56242,-3218,2614,Backlog clearing / catch-up activity,544.3463687,Severe urban pressure (migration hub)
rajasthan,bikaner,504151307,7293,5223,191,685211063,56511,59950,767761880,6707,49970,-51288,-9980,5032,Backlog clearing / catch-up activity,572.5,Severe urban pressure (migration hub)
rajasthan,bundi,295924480,3291,1239,116,431111901,30557,26310,452776635,3079,22728,-29318,-3582,1123,Backlog clearing / catch-up activity,419.1282051,Severe urban pressure (migration hub)
rajasthan,chittorgarh,498292798,3817,2112,123,892058768,32969,25065,1030873668,3973,29817,-30857,4752,1989,Backlog clearing / catch-up activity,442.5967742,Severe urban pressure (migration hub)
rajasthan,churu,494046827,7731,4477,157,656750509,61712,57334,691886274,6289,42826,-57235,-14508,4320,Backlog clearing / catch-up activity,633.9240506,Severe urban pressure (migration hub)
rajasthan,dausa,443267975,4160,1656,47,635186624,51154,43321,669295016,4544,24815,-49498,-18506,1609,Backlog clearing / catch-up activity,1419.5,Severe urban pressure (migration hub)
rajasthan,deeg,12525112,13,31,12,38216796,7,151,200076457,117,1182,24,1031,19,Healthy lifecycle,102.5384615,Severe urban pressure (migration hub)
rajasthan,dholpur,302109744,5665,2570,145,370666666,43973,22767,409701419,6622,35322,-41403,12555,2425,Backlog clearing / catch-up activity,397.869863,Severe urban pressure (migration hub)
rajasthan,didwana-kuchaman,682836,2,0,0,2731472,1,7,0,0,0,-1,-7,0,Backlog clearing / catch-up activity,7,Severe urban pressure (migration hub)
rajasthan,dungarpur,451145207,3792,2495,52,623920755,47921,29902,675445102,3390,30515,-45426,613,2443,Backlog clearing / catch-up activity,1139.943396,Severe urban pressure (migration hub)
rajasthan,ganganagar,429202174,3935,1168,41,737344052,42465,49133,776577650,3868,35808,-41297,-13325,1127,Backlog clearing / catch-up activity,2022.404762,Severe urban pressure (migration hub)
rajasthan,hanumangarh,306993401,3520,1172,41,488468278,39142,45932,508261954,5036,41327,-37970,-4605,1131,Backlog clearing / catch-up activity,2077.595238,Severe urban pressure (migration hub)
rajasthan,jaipur,1385385760,20801,8341,717,1860334798,143069,172008,2023857439,23819,192891,-134728,20883,7624,Backlog clearing / catch-up activity,508.2158774,Severe urban pressure (migration hub)
rajasthan,jaisalmer,197988951,1624,1046,49,332774694,22890,16941,352780072,1739,14600,-21844,-2341,997,Backlog clearing / catch-up activity,630.82,Severe urban pressure (migration hub)
rajasthan,jalore,434718941,8017,5624,245,559431356,48035,42149,766966053,2615,25370,-42411,-16779,5379,Backlog clearing / catch-up activity,274.4674797,Severe urban pressure (migration hub)
rajasthan,jhalawar,362744855,4863,1871,56,456045056,39124,33012,498126627,4327,29317,-37253,-3695,1815,Backlog clearing / catch-up activity,1093.491228,Severe urban pressure (migration hub)
rajasthan,jhunjhunu,862225825,5810,1751,82,1456990918,44345,55054,1757697194,4803,36378,-42594,-18676,1669,Backlog clearing / catch-up activity,1101.590361,Severe urban pressure (migration hub)
rajasthan,jodhpur,828819326,14241,6287,916,1110350240,103643,90403,1200365324,8345,71835,-97356,-18568,5371,Backlog clearing / catch-up activity,176.9225736,Severe urban pressure (migration hub)
rajasthan,karauli,449119222,5721,2478,104,612771164,46145,26502,659170110,4982,28033,-43667,1531,2374,Backlog clearing / catch-up activity,519.3809524,Severe urban pressure (migration hub)
rajasthan,kota,535674195,5325,1758,103,732719350,42740,39892,807870512,6644,51092,-40982,11200,1655,Backlog clearing / catch-up activity,874.8461538,Severe urban pressure (migration hub)
rajasthan,nagaur,893411538,11311,5105,204,1230218145,96994,87867,1296170447,7592,49606,-91889,-38261,4901,Backlog clearing / catch-up activity,670.6,Severe urban pressure (migration hub)
rajasthan,pali,688741224,6120,2521,116,1033788270,66283,74423,1089519920,4320,36007,-63762,-38416,2405,Backlog clearing / catch-up activity,943.8461538,Severe urban pressure (migration hub)
rajasthan,pratapgarh,218264941,2603,1077,17,317174345,30646,20380,357976186,2830,27482,-29569,7102,1060,Backlog clearing / catch-up activity,2659,Severe urban pressure (migration hub)
rajasthan,rajsamand,380652807,3004,1320,25,644625672,30377,25118,687012883,3439,25741,-29057,623,1295,Backlog clearing / catch-up activity,1956.115385,Severe urban pressure (migration hub)
rajasthan,salumbar,313038,1,0,0,313026,0,1,51415332,20,193,0,192,0,Healthy lifecycle,194,Severe urban pressure (migration hub)
rajasthan,sawai madhopur,434936437,4433,1941,86,647291630,39499,32937,0,0,0,-37558,-32937,1855,Backlog clearing / catch-up activity,378.5862069,Severe urban pressure (migration hub)
rajasthan,sikar,928718489,7938,2794,174,1414946789,66580,75062,1512672161,6406,47145,-63786,-27917,2620,Backlog clearing / catch-up activity,698.3257143,Severe urban pressure (migration hub)
rajasthan,sirohi,322933999,5333,4573,375,438775508,33474,30605,471355625,3034,24442,-28901,-6163,4198,Backlog clearing / catch-up activity,146.4015957,Severe urban pressure (migration hub)
rajasthan,tonk,276674679,4052,1544,60,378362480,38321,32425,410628443,4882,33756,-36777,1331,1484,Backlog clearing / catch-up activity,1084.934426,Severe urban pressure (migration hub)
rajasthan,udaipur,727398738,8460,5649,187,991222480,86286,70938,1059806645,6622,60497,-80637,-10441,5462,Backlog clearing / catch-up activity,699.1223404,Severe urban pressure (migration hub)
sikkim,gangtok,339810662,399,288,19,822623387,4215,3763,1040810936,564,6181,-3927,2418,269,Backlog clearing / catch-up activity,497.2,Severe urban pressure (migration hub)
sikkim,gyalshing,155531321,294,365,44,280840845,2642,2491,336124521,291,3082,-2277,591,321,Backlog clearing / catch-up activity,123.8444444,Severe urban pressure (migration hub)
sikkim,mangan,59706473,78,28,1,204181339,706,374,558734272,210,1702,-678,1328,27,Backlog clearing / catch-up activity,1038,Severe urban pressure (migration hub)
sikkim,namchi,181334118,278,360,40,430483822,1845,2230,1402019754,446,7080,-1485,4850,320,Backlog clearing / catch-up activity,227.0731707,Severe urban pressure (migration hub)
tamil nadu,ariyalur,654942920,1878,389,80,1290456645,25226,37044,0,0,0,-24837,-37044,309,Backlog clearing / catch-up activity,457.3333333,Severe urban pressure (migration hub)
tamil nadu,chengalpattu,399764256,841,295,72,1028450090,3675,2060,0,0,0,-3380,-2060,223,Backlog clearing / catch-up activity,28.21917808,Severe urban pressure (migration hub)
tamil nadu,chennai,1938169818,7521,2067,195,3214490221,100744,101975,0,0,0,-98677,-101975,1872,Backlog clearing / catch-up activity,520.2806122,Severe urban pressure (migration hub)
tamil nadu,coimbatore,2563896241,6992,1691,43,4915270091,64845,125946,0,0,0,-63154,-125946,1648,Backlog clearing / catch-up activity,2862.409091,Severe urban pressure (migration hub)
tamil nadu,cuddalore,1934260276,7362,1051,44,3114556731,77746,70218,0,0,0,-76695,-70218,1007,Backlog clearing / catch-up activity,1560.4,Severe urban pressure (migration hub)
tamil nadu,dharmapuri,1025101032,4751,796,37,1593626108,53814,32612,0,0,0,-53018,-32612,759,Backlog clearing / catch-up activity,858.2105263,Severe urban pressure (migration hub)
tamil nadu,dindigul,1484326836,4596,1337,12,2650289360,53236,102343,0,0,0,-51899,-102343,1325,Backlog clearing / catch-up activity,7872.538462,Severe urban pressure (migration hub)
tamil nadu,erode,1591193878,4837,991,8,2894016986,55824,72875,0,0,0,-54833,-72875,983,Backlog clearing / catch-up activity,8097.222222,Severe urban pressure (migration hub)
tamil nadu,kallakurichi,352206102,863,145,36,670470144,2045,1968,0,0,0,-1900,-1968,109,Backlog clearing / catch-up activity,53.18918919,Severe urban pressure (migration hub)
tamil nadu,kancheepuram,2623275936,9627,3269,88,4433968891,105952,99500,0,0,0,-102683,-99500,3181,Backlog clearing / catch-up activity,1117.977528,Severe urban pressure (migration hub)
tamil nadu,kanniyakumari,1828119328,3920,217,18,5543774053,45992,43438,0,0,0,-45775,-43438,199,Backlog clearing / catch-up activity,2286.210526,Severe urban pressure (migration hub)
tamil nadu,karur,955733938,3283,629,1,1654420061,23054,26133,0,0,0,-22425,-26133,628,Backlog clearing / catch-up activity,13066.5,Severe urban pressure (migration hub)
tamil nadu,krishnagiri,1095042310,4051,844,8,1805970550,61625,41690,0,0,0,-60781,-41690,836,Backlog clearing / catch-up activity,4632.222222,Severe urban pressure (migration hub)
tamil nadu,madurai,1780036571,8735,973,39,2754215723,85897,96437,0,0,0,-84924,-96437,934,Backlog clearing / catch-up activity,2410.925,Severe urban pressure (migration hub)
tamil nadu,mayiladuthurai,252808724,430,63,1,854075526,2737,733,0,0,0,-2674,-733,62,Backlog clearing / catch-up activity,366.5,Severe urban pressure (migration hub)
tamil nadu,nagapattinam,1458263972,3237,696,0,3782500143,29811,40335,0,0,0,-29115,-40335,696,Backlog clearing / catch-up activity,40335,Severe urban pressure (migration hub)
tamil nadu,namakkal,1348159326,4193,573,9,2741708815,41006,64631,0,0,0,-40433,-64631,564,Backlog clearing / catch-up activity,6463.1,Severe urban pressure (migration hub)
tamil nadu,perambalur,615052197,1858,220,0,1177297924,20057,29635,0,0,0,-19837,-29635,220,Backlog clearing / catch-up activity,29635,Severe urban pressure (migration hub)
tamil nadu,pudukkottai,1492045374,5255,1605,36,2698013812,45626,68254,0,0,0,-44021,-68254,1569,Backlog clearing / catch-up activity,1844.702703,Severe urban pressure (migration hub)
tamil nadu,ramanathapuram,1237195722,3248,618,43,2656104670,39227,47688,0,0,0,-38609,-47688,575,Backlog clearing / catch-up activity,1083.818182,Severe urban pressure (migration hub)
tamil nadu,ranipet,59406813,96,12,1,224932898,411,198,0,0,0,-399,-198,11,Backlog clearing / catch-up activity,99,Severe urban pressure (migration hub)
tamil nadu,salem,2526096549,8248,1490,222,4297711123,93863,105739,0,0,0,-92373,-105739,1268,Backlog clearing / catch-up activity,474.1659193,Severe urban pressure (migration hub)
tamil nadu,sivaganga,1318494142,3649,644,21,3199420465,37521,44575,0,0,0,-36877,-44575,623,Backlog clearing / catch-up activity,2026.136364,Severe urban pressure (migration hub)
tamil nadu,tenkasi,548064685,1136,111,0,1381137281,6636,2203,0,0,0,-6525,-2203,111,Backlog clearing / catch-up activity,2203,Severe urban pressure (migration hub)
tamil nadu,thanjavur,2197362131,5751,1348,20,4658164782,60405,82286,0,0,0,-59057,-82286,1328,Backlog clearing / catch-up activity,3918.380952,Severe urban pressure (migration hub)
tamil nadu,the nilgiris,645735061,1245,402,5,2016882847,19166,18412,0,0,0,-18764,-18412,397,Backlog clearing / catch-up activity,3068.666667,Severe urban pressure (migration hub)
tamil nadu,theni,810695937,2847,529,2,1469377462,32626,39946,0,0,0,-32097,-39946,527,Backlog clearing / catch-up activity,13315.33333,Severe urban pressure (migration hub)
tamil nadu,thiruvallur,2326848638,8964,2655,52,4282413225,108397,98627,0,0,0,-105742,-98627,2603,Backlog clearing / catch-up activity,1860.886792,Severe urban pressure (migration hub)
tamil nadu,thiruvarur,1400862975,3281,780,3,3183898116,29338,32333,0,0,0,-28558,-32333,777,Backlog clearing / catch-up activity,8083.25,Severe urban pressure (migration hub)
tamil nadu,thoothukkudi,1589924936,4342,824,3,4023724691,57771,55940,0,0,0,-56947,-55940,821,Backlog clearing / catch-up activity,13985,Severe urban pressure (migration hub)
tamil nadu,tiruchirappalli,2283498149,8217,1456,5,4342380202,61017,105482,0,0,0,-59561,-105482,1451,Backlog clearing / catch-up activity,17580.33333,Severe urban pressure (migration hub)
tamil nadu,tirunelveli,2712542582,8124,1315,2,5578146705,82495,98087,0,0,0,-81180,-98087,1313,Backlog clearing / catch-up activity,32695.66667,Severe urban pressure (migration hub)
tamil nadu,tirupathur,418955113,914,87,2,1040092012,7631,2729,0,0,0,-7544,-2729,85,Backlog clearing / catch-up activity,909.6666667,Severe urban pressure (migration hub)
tamil nadu,tiruppur,1539777913,4958,1052,5,3144062524,62876,68295,0,0,0,-61824,-68295,1047,Backlog clearing / catch-up activity,11382.5,Severe urban pressure (migration hub)
tamil nadu,tiruvannamalai,1866756852,6405,658,33,3241247610,62864,52041,0,0,0,-62206,-52041,625,Backlog clearing / catch-up activity,1530.617647,Severe urban pressure (migration hub)
tamil nadu,vellore,2535543337,8094,1245,53,5207846694,83755,81261,0,0,0,-82510,-81261,1192,Backlog clearing / catch-up activity,1504.833333,Severe urban pressure (migration hub)
tamil nadu,viluppuram,3581652633,10002,1636,3,7844246641,86468,85863,0,0,0,-84832,-85863,1633,Backlog clearing / catch-up activity,21465.75,Severe urban pressure (migration hub)
tamil nadu,virudhunagar,1336353504,4664,593,11,2810636754,52086,54460,0,0,0,-51493,-54460,582,Backlog clearing / catch-up activity,4538.333333,Severe urban pressure (migration hub)
telangana,adilabad,1051340934,3590,721,4,3455497045,53035,66414,3429270203,7126,53194,-52314,-13220,717,Backlog clearing / catch-up activity,23921.6,Severe urban pressure (migration hub)
telangana,bhadradri kothagudem,452888741,2456,665,39,775451293,11238,8715,0,0,0,-10573,-8715,626,Backlog clearing / catch-up activity,217.875,Severe urban pressure (migration hub)
telangana,hanumakonda,323839540,903,101,5,648130948,1701,6543,1067137341,1537,13722,-1600,7179,96,Backlog clearing / catch-up activity,3377.5,Severe urban pressure (migration hub)
telangana,hyderabad,2446672407,23202,6395,661,4657371634,144379,155451,4875890323,29760,181557,-137984,26106,5734,Backlog clearing / catch-up activity,509.0755287,Severe urban pressure (migration hub)
telangana,jagtial,391201272,1457,96,9,685318623,6231,3572,0,0,0,-6135,-3572,87,Backlog clearing / catch-up activity,357.2,Severe urban pressure (migration hub)
telangana,jangaon,297665880,947,143,0,647991971,3946,3199,0,0,0,-3803,-3199,143,Backlog clearing / catch-up activity,3199,Severe urban pressure (migration hub)
telangana,jayashankar bhupalpally,200899093,660,165,4,313133328,1982,2223,0,0,0,-1817,-2223,161,Backlog clearing / catch-up activity,444.6,Severe urban pressure (migration hub)
telangana,jogulamba gadwal,242856212,1525,284,2,340610622,5319,4655,0,0,0,-5035,-4655,282,Backlog clearing / catch-up activity,1551.666667,Severe urban pressure (migration hub)
telangana,kamareddy,429214546,1833,136,2,739677320,7452,6583,822700642,2839,18702,-7316,12119,134,Backlog clearing / catch-up activity,8428.333333,Severe urban pressure (migration hub)
telangana,karimnagar,1687394333,5644,770,7,5084491871,67370,71229,5264935403,7206,60229,-66600,-11000,763,Backlog clearing / catch-up activity,16432.25,Severe urban pressure (migration hub)
telangana,khammam,1220233952,3617,1321,9,3913808756,56439,38246,4022359697,10791,56032,-55118,17786,1312,Backlog clearing / catch-up activity,9427.8,Severe urban pressure (migration hub)
telangana,kumuram bheem asifabad,204743218,904,181,0,317703672,4645,4137,0,0,0,-4464,-4137,181,Backlog clearing / catch-up activity,4137,Severe urban pressure (migration hub)
telangana,mahabubabad,336723589,1236,242,1,528649795,5644,3693,652212645,2058,16706,-5402,13013,241,Backlog clearing / catch-up activity,10199.5,Severe urban pressure (migration hub)
telangana,mahbubnagar,2329869759,9162,3020,15,5740330849,97581,102261,0,0,0,-94561,-102261,3005,Backlog clearing / catch-up activity,6391.3125,Severe urban pressure (migration hub)
telangana,mancherial,316155176,910,162,1,677690937,6994,4463,821396952,2579,20329,-6832,15866,161,Backlog clearing / catch-up activity,12396,Severe urban pressure (migration hub)
telangana,medak,1958280254,7218,1575,8,4483081171,67446,68732,4507183027,7853,46619,-65871,-22113,1567,Backlog clearing / catch-up activity,12816.77778,Severe urban pressure (migration hub)
telangana,medchal malkajgiri,754746193,3839,1207,134,1405028034,16033,14668,0,0,0,-14826,-14668,1073,Backlog clearing / catch-up activity,108.6518519,Severe urban pressure (migration hub)
telangana,mulugu,200549269,683,227,4,357038940,2264,2844,429994270,1026,7700,-2037,4856,223,Backlog clearing / catch-up activity,2108.8,Severe urban pressure (migration hub)
telangana,nagarkurnool,349375522,1056,271,2,706905808,6687,4585,815883650,1887,13588,-6416,9003,269,Backlog clearing / catch-up activity,6057.666667,Severe urban pressure (migration hub)
telangana,nalgonda,1595307871,6260,1426,10,4262459158,79545,76489,4532826238,9346,75837,-78119,-652,1416,Backlog clearing / catch-up activity,13847.81818,Severe urban pressure (migration hub)
telangana,narayanpet,263314335,1067,216,4,404392648,2693,3002,562789891,1959,12411,-2477,9409,212,Backlog clearing / catch-up activity,3082.6,Severe urban pressure (migration hub)
telangana,nirmal,272246476,1266,98,3,466847866,5970,6649,518776610,3984,26781,-5872,20132,95,Backlog clearing / catch-up activity,8357.5,Severe urban pressure (migration hub)
telangana,nizamabad,1250456224,6345,625,9,2953972137,60896,54760,2870904030,8233,46191,-60271,-8569,616,Backlog clearing / catch-up activity,10095.1,Severe urban pressure (migration hub)
telangana,peddapalli,198063606,506,65,3,474425656,2223,3562,620947556,803,7992,-2158,4430,62,Backlog clearing / catch-up activity,2888.5,Severe urban pressure (migration hub)
