Month,Receiver_District,Receiver_Stress,Donor_District,Donor_Stress,Priority
Nov,balod,1.61,kheri,0.72,HIGH
Nov,reasi,1.61,jayashankar bhupalapally,0.72,HIGH
Nov,pithoragarh,1.61,munger,0.72,HIGH
Nov,east godavari,1.6,ferozepur,0.72,HIGH
Nov,amravati,1.6,bidar,0.72,HIGH
Nov,saraikela kharsawan,1.6,churu,0.72,HIGH
Nov,karaikal,1.6,siaha,0.72,HIGH
Nov,chamarajanagar,1.6,diu,0.72,HIGH
Nov,palwal,1.6,lower dibang valley,0.72,HIGH
Nov,hamirpur,1.6,lakshadweep,0.72,HIGH
Nov,bhagalpur,1.6,sultanpur,0.72,HIGH
Nov,west garo hills,1.6,umaria,0.72,HIGH
Nov,sangareddy,1.6,perambalur,0.72,HIGH
Nov,pauri garhwal,1.6,parvathipuram manyam,0.72,HIGH
Nov,jalandhar,1.6,south west khasi hills,0.72,HIGH
Nov,rewari,1.6,mahasamund,0.72,HIGH
Nov,madhepura,1.6,sidhi,0.72,HIGH
Nov,pauri garhwal,1.6,singrauli,0.72,HIGH
Nov,rewa,1.6,kannur,0.72,HIGH
Nov,shamli,1.6,junagadh,0.72,HIGH
Nov,shamli,1.6,narayanpet,0.72,HIGH
Nov,sribhumi,1.6,ramanathapuram,0.72,HIGH
Nov,bharuch,1.6,bilaspur,0.72,HIGH
Nov,khandwa (east nimar),1.6,ramban,0.72,HIGH
Nov,khargone (west nimar),1.6,koppal,0.72,HIGH
Nov,amravati,1.6,chhotaudepur,0.72,HIGH
Nov,kamle,1.6,bhadohi,0.72,HIGH
Nov,sarangarh-bilaigarh,1.6,south salmara mancachar,0.72,HIGH
Nov,north and middle andaman,1.6,jagitial,0.72,HIGH
Nov,diu,1.6,mandla,0.72,HIGH
Nov,dharwad,1.6,dumka,0.72,HIGH
Nov,khairagarh-chhuikhadan-gandai,1.6,kupwara,0.72,HIGH
Nov,salumbar,1.6,medchal malkajgiri,0.72,HIGH
Nov,ranipet,1.6,jangoan,0.72,HIGH
Nov,kamle,1.6,hojai,0.72,HIGH
Nov,chatra,1.6,saharsa,0.72,HIGH
Nov,eluru,1.6,palakkad,0.73,HIGH
Nov,khairthal tijara,1.6,sheikhpura,0.73,HIGH
Nov,balotra,1.6,west kameng,0.73,HIGH
Nov,banas kantha,1.6,malda,0.73,HIGH
Nov,sant kabir nagar,1.6,kamareddy,0.73,HIGH
Nov,lakhisarai,1.6,belagavi,0.73,HIGH
Nov,jamnagar,1.6,tuensang,0.73,HIGH
Nov,begusarai,1.6,nayagarh,0.73,HIGH
Nov,barmer,1.6,sant kabir nagar,0.73,HIGH
Nov,jagatsinghapur,1.6,raisen,0.73,HIGH
Nov,mumbai,1.6,nizamabad,0.73,HIGH
Nov,raigad,1.6,suryapet,0.73,HIGH
Nov,jammu,1.6,khargone west nimar,0.73,HIGH
Nov,theni,1.6,kishtwar,0.73,HIGH
Nov,alirajpur,1.6,mancherial,0.73,HIGH
Nov,faridabad,1.6,kokrajhar,0.73,HIGH
Nov,reasi,1.6,sant kabir nagar,0.73,HIGH
Nov,cuttack,1.6,tinsukia,0.73,HIGH
Nov,gonda,1.6,dewas,0.73,HIGH
Nov,tehri garhwal,1.6,siddipet,0.73,HIGH
Nov,panch mahals,1.6,rayagada,0.73,HIGH
Nov,raichur,1.6,jiribam,0.73,HIGH
Nov,palghar,1.6,shaheed bhagat singh nagar,0.73,HIGH
Nov,ukhrul,1.6,deeg,0.73,HIGH
Nov,chittorgarh,1.6,farrukhabad,0.73,HIGH
Nov,north goa,1.6,katni,0.73,HIGH
Nov,faridkot,1.6,mahabubabad,0.73,HIGH
Nov,munger,1.6,korea,0.73,HIGH
Nov,dakshin bastar dantewada,1.6,raigad,0.73,HIGH
Nov,ghazipur,1.59,bagalkote,0.73,HIGH
Nov,south 24 parganas,1.59,koraput,0.73,HIGH
Nov,lucknow,1.59,jhargram,0.73,HIGH
Nov,namchi,1.59,kishtwar,0.73,HIGH
Nov,tapi,1.59,jangoan,0.73,HIGH
Nov,gwalior,1.59,nalanda,0.73,HIGH
Nov,alwar,1.59,mandla,0.73,HIGH
Nov,yamunanagar,1.59,arwal,0.73,HIGH
Nov,srinagar,1.59,warangal,0.73,HIGH
Nov,udupi,1.59,gyalshing,0.73,HIGH
Nov,anantnag,1.59,washim,0.73,HIGH
Nov,ghaziabad,1.59,balodabazar bhatapara,0.73,HIGH
Nov,malerkotla,1.59,ganjam,0.73,HIGH
Nov,shajapur,1.59,gangtok,0.73,HIGH
Nov,tawang,1.59,raigad,0.73,HIGH
Nov,ratlam,1.59,davanagere,0.73,HIGH
Nov,kondagaon,1.59,majuli,0.73,HIGH
Nov,jaisalmer,1.59,davanagere,0.73,HIGH
Nov,nanded,1.59,karbi anglong,0.73,HIGH
Nov,east,1.59,palnadu,0.73,HIGH
Nov,balrampur,1.59,kamareddy,0.73,HIGH
Nov,karauli,1.59,tikamgarh,0.73,HIGH
Nov,kanpur nagar,1.59,longding,0.73,HIGH
Nov,tehri garhwal,1.59,nabarangpur,0.73,HIGH
Nov,south,1.59,narsimhapur,0.73,HIGH
Nov,chandauli,1.59,chikkamagaluru,0.73,HIGH
Nov,changlang,1.59,west siang,0.73,HIGH
Nov,sant kabir nagar,1.59,chhatarpur,0.73,HIGH
Nov,vaishali,1.59,dhanbad,0.73,HIGH
Nov,agra,1.59,medak,0.73,HIGH
Nov,shopian,1.59,dhubri,0.73,HIGH
Nov,south andaman,1.59,wanaparthy,0.73,HIGH
Nov,shivamogga,1.59,uttar dinajpur,0.73,HIGH
Nov,karauli,1.59,yadadri bhuvanagiri,0.73,HIGH
Nov,chhindwara,1.59,uttara kannada,0.73,HIGH
Nov,hamirpur,1.59,boudh,0.73,HIGH
Nov,porbandar,1.59,dausa,0.73,HIGH
Nov,chikkaballapura,1.59,jehanabad,0.73,HIGH
Nov,medchal malkajgiri,1.59,west khasi hills,0.73,HIGH
Nov,ganganagar,1.59,balasore,0.73,HIGH
Nov,farrukhabad,1.59,rewa,0.73,HIGH
Nov,chitrakoot,1.59,south west,0.73,HIGH
Nov,balrampur,1.59,chitradurga,0.73,HIGH
Nov,nalbari,1.59,kishtwar,0.73,HIGH
Nov,hazaribagh,1.59,sabar kantha,0.73,HIGH
Nov,moga,1.59,anakapalli,0.73,HIGH
Nov,giridih,1.59,puri,0.73,HIGH
Nov,anuppur,1.59,sultanpur,0.73,HIGH
Nov,anakapalli,1.59,alirajpur,0.73,HIGH
Nov,nashik,1.59,valsad,0.73,HIGH
Nov,jangoan,1.59,kumuram bheem asifabad,0.73,HIGH
Nov,east singhbhum,1.59,kaimur (bhabua),0.73,HIGH
Nov,dimapur,1.59,kiphire,0.73,HIGH
Nov,shaheed bhagat singh nagar,1.59,srinagar,0.73,HIGH
Nov,mangan,1.59,shahdara,0.73,HIGH
Nov,chitrakoot,1.59,tarn taran,0.73,HIGH
Nov,udham singh nagar,1.59,seoni,0.73,HIGH
Nov,rohtas,1.59,madhubani,0.73,HIGH
Nov,bareilly,1.59,kamareddy,0.73,HIGH
Nov,kupwara,1.59,etah,0.73,HIGH
Nov,dewas,1.59,arvalli,0.73,HIGH
Nov,agar malwa,1.59,nalbari,0.73,HIGH
Nov,rajsamand,1.59,bongaigaon,0.73,HIGH
Nov,kakching,1.59,north,0.73,HIGH
Nov,shamli,1.59,kondagaon,0.74,HIGH
Nov,shivpuri,1.59,north garo hills,0.74,HIGH
Nov,bengaluru urban,1.59,paschim bardhaman,0.74,HIGH
Nov,charaideo,1.59,hazaribagh,0.74,HIGH
Nov,sultanpur,1.59,sindhudurg,0.74,HIGH
Nov,bagalkote,1.58,nawada,0.74,HIGH
Nov,pratapgarh,1.58,perambalur,0.74,HIGH
Nov,bapatla,1.58,singrauli,0.74,HIGH
Nov,supaul,1.58,leh,0.74,HIGH
Nov,hazaribagh,1.58,khandwa east nimar,0.74,HIGH
Nov,udhampur,1.58,north east,0.74,HIGH
Nov,rampur,1.58,north 24 parganas,0.74,HIGH
Nov,darjeeling,1.58,bharuch,0.74,HIGH
Nov,kishtwar,1.58,latur,0.74,HIGH
Nov,east garo hills,1.58,nayagarh,0.74,HIGH
Nov,satara,1.58,thiruvananthapuram,0.74,HIGH
Nov,palghar,1.58,siwan,0.74,HIGH
Nov,simdega,1.58,theni,0.74,HIGH
Nov,ludhiana,1.58,chirang,0.74,HIGH
Nov,dholpur,1.58,balrampur,0.74,HIGH
Nov,koderma,1.58,jalpaiguri,0.74,HIGH
Nov,purba bardhaman,1.58,balasore,0.74,HIGH
Nov,west singhbhum,1.58,raisen,0.74,HIGH
Nov,tiruppur,1.58,fatehabad,0.74,HIGH
Nov,devbhumi dwarka,1.58,madhepura,0.74,HIGH
Nov,bareilly,1.58,champhai,0.74,HIGH
Nov,latehar,1.58,bilaspur,0.74,HIGH
Nov,gaurela pendra marwahi,1.58,boudh,0.74,HIGH
Nov,dharashiv,1.58,ananthapuramu,0.74,HIGH
Nov,uttara kannada,1.58,warangal,0.74,HIGH
Nov,bathinda,1.58,panipat,0.74,HIGH
Nov,salem,1.58,tiruppur,0.74,HIGH
Nov,hoshiarpur,1.58,north garo hills,0.74,HIGH
Nov,agra,1.58,mulugu,0.74,HIGH
Nov,unakoti,1.58,deogarh,0.74,HIGH
Nov,banswara,1.58,jehanabad,0.74,HIGH
Nov,shamli,1.58,gumla,0.74,HIGH
Nov,patan,1.58,tuensang,0.74,HIGH
Nov,bidar,1.58,tuensang,0.74,HIGH
Nov,gondia,1.58,marigaon,0.74,HIGH
Nov,almora,1.58,khordha,0.74,HIGH
Nov,ghaziabad,1.58,kohima,0.74,HIGH
Nov,wayanad,1.58,ri bhoi,0.74,HIGH
Nov,koppal,1.58,jamtara,0.74,HIGH
Nov,murshidabad,1.58,bagalkote,0.74,HIGH
Nov,bidar,1.58,mamit,0.74,HIGH
Nov,valsad,1.58,dholpur,0.74,HIGH
Nov,hassan,1.58,wayanad,0.74,HIGH
Nov,godda,1.58,dhemaji,0.74,HIGH
Nov,sarangarh-bilaigarh,1.58,singrauli,0.74,HIGH
Nov,mathura,1.58,mahasamund,0.74,HIGH
Nov,sahebganj,1.58,east khasi hills,0.74,HIGH
Nov,darbhanga,1.58,nagaon,0.74,HIGH
Nov,kasganj,1.58,ghazipur,0.74,HIGH
Nov,indore,1.58,rewa,0.74,HIGH
Nov,nagpur,1.58,malkangiri,0.74,HIGH
Nov,thiruvananthapuram,1.58,deeg,0.74,HIGH
Nov,chatra,1.58,noklak,0.74,HIGH
Nov,hassan,1.58,kodagu,0.74,HIGH
Nov,mahendragarh,1.58,pandhurna,0.74,HIGH
Nov,fatehabad,1.58,pandhurna,0.74,HIGH
Nov,siddharthnagar,1.58,muzaffarpur,0.74,HIGH
Nov,puri,1.58,ratlam,0.74,HIGH
Nov,latehar,1.58,dakshin bastar dantewada,0.74,HIGH
Nov,mangan,1.58,sirsa,0.74,HIGH
Nov,tawang,1.58,papum pare,0.74,HIGH
Nov,namakkal,1.58,anakapalli,0.74,HIGH
Nov,nandurbar,1.58,reasi,0.74,HIGH
Nov,mahrajganj,1.58,mokokchung,0.74,HIGH
Nov,bemetara,1.58,sitamarhi,0.74,HIGH
Nov,serchhip,1.58,sidhi,0.74,HIGH
Nov,sonipat,1.58,purulia,0.74,HIGH
Nov,dharmapuri,1.57,malda,0.74,HIGH
Nov,balrampur,1.57,khagaria,0.74,HIGH
Nov,kullu,1.57,darbhanga,0.74,HIGH
Nov,sukma,1.57,chikkamagaluru,0.74,HIGH
Nov,jogulamba gadwal,1.57,pauri garhwal,0.74,HIGH
Nov,shahdara,1.57,kamrup,0.74,HIGH
Nov,firozabad,1.57,bhiwani,0.74,HIGH
Nov,kaushambi,1.57,narmada,0.74,HIGH
Nov,raigad,1.57,chittoor,0.74,HIGH
Nov,charaideo,1.57,kallakurichi,0.74,HIGH
Nov,rewari,1.57,peddapalli,0.74,HIGH
Nov,mumbai suburban,1.57,kupwara,0.74,HIGH
Nov,karnal,1.57,kokrajhar,0.74,HIGH
Nov,narsimhapur,1.57,koraput,0.74,HIGH
Nov,gangtok,1.57,kakinada,0.74,HIGH
Nov,rupnagar,1.57,palakkad,0.74,HIGH
Nov,bemetara,1.57,morbi,0.74,HIGH
Nov,west tripura,1.57,thane,0.74,HIGH
Nov,gwalior,1.57,ukhrul,0.74,HIGH
Nov,hazaribagh,1.57,lahaul and spiti,0.74,HIGH
Nov,bajali,1.57,viluppuram,0.74,HIGH
Nov,bajali,1.57,north east,0.74,HIGH
Nov,gangtok,1.57,dholpur,0.74,HIGH
Nov,devbhumi dwarka,1.57,kalahandi,0.74,HIGH
Nov,lunglei,1.57,katni,0.74,HIGH
Nov,zunheboto,1.57,bhavnagar,0.74,HIGH
Nov,gandhinagar,1.57,south tripura,0.75,HIGH
Nov,kalaburagi,1.57,muzaffarpur,0.75,HIGH
Nov,kolar,1.57,sidhi,0.75,HIGH
Nov,raichur,1.57,eluru,0.75,HIGH
Nov,jharsuguda,1.57,valsad,0.75,HIGH
Nov,raipur,1.57,begusarai,0.75,HIGH
Nov,mayiladuthurai,1.57,dharwad,0.75,HIGH
Nov,gurugram,1.57,tawang,0.75,HIGH
Nov,vijayapura,1.57,lakhimpur,0.75,HIGH
Nov,ernakulam,1.57,bagalkote,0.75,HIGH
Nov,tirap,1.57,godda,0.75,HIGH
Nov,mahasamund,1.57,tiruvannamalai,0.75,HIGH
Nov,panchkula,1.57,bhojpur,0.75,HIGH
Nov,parbhani,1.57,sitamarhi,0.75,HIGH
Nov,jayashankar bhupalapally,1.57,fazilka,0.75,HIGH
Nov,palakkad,1.57,mohla manpur ambagarh chouki,0.75,HIGH
Nov,buxar,1.57,nirmal,0.75,HIGH
Nov,bhind,1.57,medchal malkajgiri,0.75,HIGH
Nov,gurugram,1.57,bikaner,0.75,HIGH
Nov,chikkaballapura,1.57,patna,0.75,HIGH
Nov,mungeli,1.57,dakshina kannada,0.75,HIGH
Nov,maihar,1.57,raigarh,0.75,HIGH
Nov,guna,1.57,west karbi anglong,0.75,HIGH
Nov,jehanabad,1.57,west kameng,0.75,HIGH
Nov,east siang,1.57,hamirpur,0.75,HIGH
Nov,balasore,1.57,amroha,0.75,HIGH
Nov,sambalpur,1.57,mahoba,0.75,HIGH
Nov,hailakandi,1.57,jaunpur,0.75,HIGH
Nov,jalaun,1.57,bishnupur,0.75,HIGH
Nov,patna,1.57,jagitial,0.75,HIGH
Nov,thiruvananthapuram,1.57,kangra,0.75,HIGH
Nov,purnia,1.57,tinsukia,0.75,HIGH
Nov,cuttack,1.57,begusarai,0.75,HIGH
Nov,hanumakonda,1.57,chamarajanagar,0.75,HIGH
Nov,keonjhar,1.57,simdega,0.75,HIGH
Nov,hailakandi,1.57,anuppur,0.75,HIGH
Nov,tiruppur,1.57,parvathipuram manyam,0.75,HIGH
Nov,haveri,1.57,amritsar,0.75,HIGH
Nov,baran,1.57,raisen,0.75,HIGH
Nov,kaimur bhabua,1.56,churu,0.75,HIGH
Nov,kurukshetra,1.56,rajkot,0.75,HIGH
Nov,shopian,1.56,keonjhar,0.75,HIGH
Nov,navsari,1.56,deogarh,0.75,HIGH
Nov,morbi,1.56,bengaluru rural,0.75,HIGH
Nov,baran,1.56,siddipet,0.75,HIGH
Nov,mahrajganj,1.56,nagarkurnool,0.75,HIGH
Nov,hapur,1.56,muzaffarpur,0.75,HIGH
Nov,udhampur,1.56,kaithal,0.75,HIGH
Nov,jalore,1.56,mahbubnagar,0.75,HIGH
Nov,aligarh,1.56,mancherial,0.75,HIGH
Nov,mahabubnagar,1.56,kodagu,0.75,HIGH
Nov,majuli,1.56,balrampur ramanujganj,0.75,HIGH
Nov,sas nagar,1.56,agra,0.75,HIGH
Nov,champhai,1.56,rajanna sircilla,0.75,HIGH
Nov,south west,1.56,adilabad,0.75,HIGH
Nov,hathras,1.56,jamnagar,0.75,HIGH
Nov,mumbai suburban,1.56,buxar,0.75,HIGH
Nov,prakasam,1.56,anantnag,0.75,HIGH
Nov,uttarkashi,1.56,shahdol,0.75,HIGH
Nov,ambala,1.56,lakhimpur,0.75,HIGH
Nov,bongaigaon,1.56,kaimur bhabua,0.75,HIGH
Nov,ariyalur,1.56,manendragarh-chirmiri-bharatpur,0.75,HIGH
Nov,rohtas,1.56,upper siang,0.75,HIGH
Nov,ghazipur,1.56,uttarkashi,0.75,HIGH
Nov,bijnor,1.56,manendragarh-chirmiri-bharatpur,0.75,HIGH
Nov,nagaon,1.56,kurung kumey,0.75,HIGH
Nov,ganganagar,1.56,khairagarh-chhuikhadan-gandai,0.75,HIGH
Nov,kaithal,1.56,kolasib,0.75,HIGH
Nov,changlang,1.56,niuland,0.75,HIGH
Nov,east godavari,1.56,niuland,0.75,HIGH
Nov,dharmapuri,1.56,kra daadi,0.75,HIGH
Nov,barpeta,1.56,kra daadi,0.75,HIGH
Nov,jagitial,1.56,manendragarh-chirmiri-bharatpur,0.75,HIGH
Nov,shajapur,1.56,phalodi,0.75,HIGH
Nov,vaishali,1.56,shamator,0.75,HIGH
Nov,dindigul,1.56,shamator,0.75,HIGH
Nov,ernakulam,1.56,shamator,0.75,HIGH
Nov,hisar,1.56,ramanathapuram,0.75,HIGH
Nov,ahmedabad,1.56,araria,0.75,HIGH
Nov,morbi,1.56,lakhimpur,0.75,HIGH
Nov,cuddalore,1.56,wanaparthy,0.75,HIGH
Nov,kaithal,1.56,nawada,0.75,HIGH
Nov,ranipet,1.56,neemuch,0.75,HIGH
Nov,khargone west nimar,1.56,dumka,0.75,HIGH
Nov,diu,1.56,madhubani,0.75,HIGH
Nov,mohla-manpur-ambagarh chouki,1.56,balod,0.75,HIGH
Nov,north west,1.56,dindori,0.75,HIGH
Nov,jashpur,1.56,dhenkanal,0.75,HIGH
Nov,tehri garhwal,1.56,hisar,0.75,HIGH
Nov,sikar,1.55,gandhinagar,0.75,HIGH
Nov,kakinada,1.55,shahdol,0.75,HIGH
Nov,kallakurichi,1.55,jagatsinghapur,0.75,HIGH
Nov,samba,1.55,jagatsinghapur,0.75,HIGH
Nov,sonbhadra,1.55,dharmapuri,0.75,HIGH
Nov,hardoi,1.55,kheri,0.75,HIGH
Nov,mon,1.55,west karbi anglong,0.75,HIGH
Nov,bengaluru urban,1.55,leh,0.75,HIGH
Nov,amravati,1.55,kinnaur,0.75,HIGH
Nov,kasaragod,1.55,jhargram,0.75,HIGH
Nov,south,1.55,narayanpet,0.75,HIGH
Nov,dharmapuri,1.55,yadgir,0.75,HIGH
Nov,arvalli,1.55,ntr,0.75,HIGH
Nov,firozabad,1.55,majuli,0.75,HIGH
Nov,lawngtlai,1.55,kollam,0.75,HIGH
Nov,senapati,1.55,bijnor,0.75,HIGH
Nov,malda,1.55,madurai,0.75,HIGH
Nov,jhargram,1.55,boudh,0.75,HIGH
Nov,kushinagar,1.55,narsimhapur,0.75,HIGH
Nov,senapati,1.55,hooghly,0.75,HIGH
Nov,west,1.55,tarn taran,0.75,HIGH
Nov,gumla,1.55,sivasagar,0.75,HIGH
Nov,amethi,1.55,annamayya,0.75,HIGH
Nov,narayanpur,1.55,sehore,0.75,HIGH
Nov,akola,1.55,satara,0.75,HIGH
Nov,azamgarh,1.55,amreli,0.75,HIGH
Nov,krishna,1.55,nalbari,0.75,HIGH
Nov,tehri garhwal,1.55,north tripura,0.75,HIGH
Nov,saraikelakharsawan,1.55,kolkata,0.75,HIGH
Nov,mahabubabad,1.55,mayurbhanj,0.76,HIGH
Nov,almora,1.55,cachar,0.76,HIGH
Nov,sri sathya sai,1.55,uttarkashi,0.76,HIGH
Nov,palamu,1.55,mandsaur,0.76,HIGH
Nov,tikamgarh,1.55,jogulamba gadwal,0.76,HIGH
Nov,sri muktsar sahib,1.55,hoshiarpur,0.76,HIGH
Nov,bijnor,1.55,tuensang,0.76,HIGH
Nov,tirupati,1.55,etah,0.76,HIGH
Nov,seoni,1.55,unnao,0.76,HIGH
Nov,east singhbhum,1.55,shajapur,0.76,HIGH
Nov,chamarajanagar,1.55,bhojpur,0.76,HIGH
Nov,jamtara,1.55,niwari,0.76,HIGH
Nov,kasganj,1.55,khairagarh chhuikhadan gandai,0.76,HIGH
Nov,nashik,1.55,chikkaballapura,0.76,HIGH
Nov,sitapur,1.55,paschim medinipur,0.76,HIGH
Nov,bharatpur,1.55,nizamabad,0.76,HIGH
Nov,kakinada,1.55,supaul,0.76,HIGH
Nov,tonk,1.55,kolar,0.76,HIGH
Nov,west siang,1.55,sivaganga,0.76,HIGH
Nov,saraikela kharsawan,1.55,karbi anglong,0.76,HIGH
Nov,west khasi hills,1.55,west tripura,0.76,HIGH
Nov,kathua,1.55,bengaluru rural,0.76,HIGH
Nov,kota,1.55,vadodara,0.76,HIGH
Nov,champawat,1.55,east siang,0.76,HIGH
Nov,araria,1.55,imphal west,0.76,HIGH
Nov,bhind,1.55,gopalganj,0.76,HIGH
Nov,kumuram bheem asifabad,1.55,mandla,0.76,HIGH
Nov,palakkad,1.55,ballari,0.76,HIGH
Nov,shivamogga,1.55,gopalganj,0.76,HIGH
Nov,burhanpur,1.55,nagarkurnool,0.76,HIGH
Nov,giridih,1.55,dimapur,0.76,HIGH
Nov,bageshwar,1.55,keonjhar,0.76,HIGH
Nov,jhabua,1.55,daman,0.76,HIGH
Nov,rajouri,1.55,pulwama,0.76,HIGH
Nov,chamoli,1.55,mahesana,0.76,HIGH
Nov,garhwa,1.55,kaushambi,0.76,HIGH
Nov,south west khasi hills,1.55,haveri,0.76,HIGH
Nov,kurung kumey,1.55,khargone west nimar,0.76,HIGH
Nov,morena,1.55,shimla,0.76,HIGH
Nov,pandhurna,1.55,mau,0.76,HIGH
Nov,chitrakoot,1.55,una,0.76,HIGH
Nov,kollam,1.55,kulgam,0.76,HIGH
Nov,auraiya,1.55,yamunanagar,0.76,HIGH
Nov,kaimur (bhabua),1.55,jamui,0.76,HIGH
Nov,east khasi hills,1.54,daman,0.76,HIGH
Nov,rajgarh,1.54,keonjhar,0.76,HIGH
Nov,rajnandgaon,1.54,bijapur,0.76,HIGH
Nov,dakshin bastar dantewada,1.54,bengaluru south,0.76,HIGH
Nov,araria,1.54,dehradun,0.76,HIGH
Nov,jaipur,1.54,kurukshetra,0.76,HIGH
Nov,mau,1.54,bahraich,0.76,HIGH
Nov,ballari,1.54,mon,0.76,HIGH
Nov,ramban,1.54,satna,0.76,HIGH
Nov,balodabazar-bhatapara,1.54,sangareddy,0.76,HIGH
Nov,kamrup metro,1.54,north garo hills,0.76,HIGH
Nov,kasaragod,1.54,jagitial,0.76,HIGH
Nov,singrauli,1.54,munger,0.76,HIGH
Nov,pulwama,1.54,korba,0.76,HIGH
Nov,south andaman,1.54,deogarh,0.76,HIGH
Nov,ballia,1.54,sri sathya sai,0.76,HIGH
Nov,samastipur,1.54,balaghat,0.76,HIGH
Nov,shivpuri,1.54,salem,0.76,HIGH
Nov,west karbi anglong,1.54,bhavnagar,0.76,HIGH
Nov,bareilly,1.54,kamrup,0.76,HIGH
Nov,saran,1.54,nicobar,0.76,HIGH
Nov,raipur,1.54,budgam,0.76,HIGH
Nov,dharmapuri,1.54,ranipet,0.76,HIGH
Nov,gondia,1.54,pandhurna,0.76,HIGH
Nov,hingoli,1.54,seoni,0.76,HIGH
Nov,hingoli,1.54,purba bardhaman,0.76,HIGH
Nov,gonda,1.54,raipur,0.76,HIGH
Nov,mumbai,1.54,singrauli,0.76,HIGH
Nov,sawai madhopur,1.54,banda,0.76,HIGH
Nov,kondagaon,1.54,araria,0.76,HIGH
Nov,porbandar,1.54,purnia,0.76,HIGH
Nov,new delhi,1.54,udalguri,0.76,HIGH
Nov,amroha,1.54,nabarangpur,0.76,HIGH
Nov,goalpara,1.54,murshidabad,0.76,HIGH
Nov,palghar,1.54,jogulamba gadwal,0.76,HIGH
Nov,guntur,1.54,kohima,0.76,HIGH
Nov,puri,1.54,kodagu,0.76,HIGH
Nov,hanumakonda,1.54,bongaigaon,0.76,HIGH
Nov,tirupati,1.54,south 24 parganas,0.76,HIGH
Nov,doda,1.54,khandwa (east nimar),0.76,HIGH
Nov,tiruvannamalai,1.54,nandurbar,0.76,HIGH
Nov,janjgir champa,1.54,banka,0.76,HIGH
Nov,chengalpattu,1.54,barpeta,0.76,HIGH
Nov,darrang,1.54,east singhbhum,0.76,HIGH
Nov,haridwar,1.54,mahabubabad,0.76,HIGH
Nov,pali,1.54,kullu,0.76,HIGH
Nov,beed,1.54,maihar,0.76,HIGH
Nov,kallakurichi,1.54,dindori,0.76,HIGH
Nov,yadgir,1.54,yadadri bhuvanagiri,0.76,HIGH
Nov,bishnupur,1.54,dharwad,0.76,HIGH
Nov,barpeta,1.54,ananthapuramu,0.76,HIGH
Nov,haveri,1.54,murshidabad,0.76,HIGH
Nov,balodabazar-bhatapara,1.54,mandla,0.76,HIGH
Nov,kurukshetra,1.54,kottayam,0.76,HIGH
Nov,kozhikode,1.54,pratapgarh,0.76,HIGH
Nov,gomati,1.54,dangs,0.76,HIGH
Nov,kalaburagi,1.54,bhandara,0.76,HIGH
Nov,kamareddy,1.54,mahabubnagar,0.76,HIGH
Nov,pudukkottai,1.54,eluru,0.76,HIGH
Nov,hamirpur,1.54,sundargarh,0.77,HIGH
Nov,jhalawar,1.54,ntr,0.77,HIGH
Nov,khowai,1.54,sheopur,0.77,HIGH
Nov,bhandara,1.54,belagavi,0.77,HIGH
Nov,purulia,1.54,the nilgiris,0.77,HIGH
Nov,khargone (west nimar),1.54,jhargram,0.77,HIGH
Nov,bhind,1.54,nirmal,0.77,HIGH
Nov,kokrajhar,1.54,kullu,0.77,HIGH
Nov,balrampur,1.54,surajpur,0.77,HIGH
Nov,sivaganga,1.54,jiribam,0.77,HIGH
Nov,latehar,1.54,panchkula,0.77,HIGH
Nov,rajnandgaon,1.54,sri potti sriramulu nellore,0.77,HIGH
Nov,jhansi,1.54,jangoan,0.77,HIGH
Nov,mysuru,1.54,kottayam,0.77,HIGH
Nov,chumoukedima,1.53,prayagraj,0.77,HIGH
Nov,kurnool,1.53,vikarabad,0.77,HIGH
Nov,shaheed bhagat singh nagar,1.53,barwani,0.77,HIGH
Nov,marigaon,1.53,mahabubabad,0.77,HIGH
Nov,unnao,1.53,mahabubabad,0.77,HIGH
Nov,mancherial,1.53,sribhumi,0.77,HIGH
Nov,bhiwani,1.53,nellore,0.77,HIGH
Nov,balodabazar bhatapara,1.53,the nilgiris,0.77,HIGH
Nov,pashchim champaran,1.53,korba,0.77,HIGH
Nov,bulandshahr,1.53,shivpuri,0.77,HIGH
Nov,budaun,1.53,bhiwani,0.77,HIGH
Nov,longleng,1.53,nabarangpur,0.77,HIGH
Nov,kasaragod,1.53,biswanath,0.77,HIGH
Nov,mysuru,1.53,shahdol,0.77,HIGH
Nov,washim,1.53,gangtok,0.77,HIGH
Nov,farrukhabad,1.53,murshidabad,0.77,HIGH
Nov,vikarabad,1.53,nagpur,0.77,HIGH
Nov,sindhudurg,1.53,koppal,0.77,HIGH
Nov,gwalior,1.53,gwalior,0.77,HIGH
Nov,tinsukia,1.53,fazilka,0.77,HIGH
Nov,dhule,1.53,east garo hills,0.77,HIGH
Nov,bengaluru rural,1.53,noklak,0.77,HIGH
Nov,jamnagar,1.53,hamirpur,0.77,HIGH
Nov,kishanganj,1.53,west kameng,0.77,HIGH
Nov,maihar,1.53,lower siang,0.77,HIGH
Nov,tonk,1.53,alipurduar,0.77,HIGH
Nov,bengaluru south,1.53,jamui,0.77,HIGH
Nov,karur,1.53,thiruvallur,0.77,HIGH
Nov,mungeli,1.53,ballari,0.77,HIGH
Nov,thane,1.53,katihar,0.77,HIGH
Nov,yavatmal,1.53,saharsa,0.77,HIGH
Nov,unnao,1.53,khagaria,0.77,HIGH
